id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0200,Abarrotes Menestras Andes Selecto PG-736,Abarrotes,Menestras,Andes Selecto,18.79,15.41,2022-12-30
P0201,Bebidas Energizantes Brisa Andina FP-560,Bebidas,Energizantes,Brisa Andina,59.3,46.25,2022-02-02
P0202,Bebidas Jugos Qori MX-927,Bebidas,Jugos,Qori,34.16,26.64,2021-10-10
P0203,Bebidas Jugos Inti Fresh LY-197,Bebidas,Jugos,Inti Fresh,43.82,34.18,2022-06-19
P0204,Bebidas Infusiones Brisa Andina FN-780,Bebidas,Infusiones,Brisa Andina,36.44,28.42,2022-10-12
P0205,Bebidas Gaseosas Qori DY-608,Bebidas,Gaseosas,Qori,41.5,32.37,2021-05-01
P0206,Bebidas Infusiones Qori HU-243,Bebidas,Infusiones,Qori,19.13,14.92,2022-12-08
P0207,Bebidas Energizantes Pukara BW-469,Bebidas,,Pukara,44.63,34.81,2021-03-29
P0208,Bebidas Infusiones Pukara HH-982,Bebidas,Infusiones,Pukara,58.65,45.75,2020-07-02
P0209,Bebidas Agua Pukara LE-953,Bebidas,Agua,Pukara,12.49,9.74,2020-10-12
P0210,Bebidas Jugos Pukara ZZ-827,Bebidas,Jugos,Pukara,44.3,34.55,2020-05-02
P0211,Bebidas Gaseosas Brisa Andina ZA-116,Bebidas,Gaseosas,Brisa Andina,35.96,28.05,2020-12-28
P0212,Bebidas Infusiones Inti Fresh QW-330,Bebidas,Infusiones,Inti Fresh,8.23,6.42,2022-04-23
P0213,Bebidas Infusiones Pukara XF-284,Bebidas,Infusiones,Pukara,33.86,26.41,2020-06-20
P0214,Bebidas Agua Qori NT-420,Bebidas,Agua,Qori,32.02,24.98,2021-01-15
P0215,Bebidas Jugos Pukara JQ-817,Bebidas,Jugos,Pukara,53.27,41.55,2020-02-10
P0216,Bebidas Agua Inti Fresh GO-057,Bebidas,Agua,Inti Fresh,51.08,39.84,2021-04-29
P0217,Bebidas Agua Brisa Andina DS-037,Bebidas,Agua,Brisa Andina,51.74,40.36,2020-11-04
P0218,Bebidas Jugos Qori RN-121,Bebidas,Jugos,Qori,31.66,24.69,2020-09-01
P0219,Bebidas Jugos Brisa Andina PC-049,Bebidas,Jugos,Brisa Andina,53.96,42.09,2021-10-16
P0220,Bebidas Gaseosas Brisa Andina SU-741,Bebidas,Gaseosas,Brisa Andina,45.68,35.63,2020-09-14
P0221,Bebidas Infusiones Qori OH-828,Bebidas,Infusiones,Qori,30.61,23.88,2020-03-26
P0222,Bebidas Infusiones Pukara FD-983,Bebidas,Infusiones,Pukara,41.3,32.21,2022-01-09
P0223,Bebidas Gaseosas Pukara IZ-853,Bebidas,Gaseosas,Pukara,43.83,34.19,2021-03-04
P0224,Bebidas Infusiones Pukara CA-713,Bebidas,Infusiones,Pukara,36.48,28.45,2021-11-25
P0225,Bebidas Energizantes Qori FC-668,Bebidas,Energizantes,Qori,16.16,12.6,2020-10-28
P0226,Bebidas Jugos Brisa Andina PK-922,Bebidas,Jugos,Brisa Andina,12.59,9.82,2020-03-05
P0227,Bebidas Jugos Brisa Andina WV-838,Bebidas,Jugos,Brisa Andina,41.7,32.53,2021-07-09
P0228,Bebidas Agua Pukara DF-642,Bebidas,Agua,Pukara,38.22,29.81,2020-06-27
P0229,Bebidas Agua Qori VW-051,Bebidas,Agua,Qori,36.57,28.52,2022-08-17
P0230,Bebidas Agua Brisa Andina XP-298,Bebidas,Agua,Brisa Andina,17.76,13.85,2022-08-03
P0231,Bebidas Jugos Qori LF-725,Bebidas,Jugos,Qori,28.61,22.32,2022-09-30
P0232,Bebidas Jugos Qori AY-812,Bebidas,Jugos,Qori,14.94,11.65,2022-12-10
P0233,Bebidas Infusiones Inti Fresh QK-176,Bebidas,Infusiones,Inti Fresh,11.28,8.8,2020-09-01
P0234,Bebidas Energizantes Brisa Andina FV-585,Bebidas,Energizantes,Brisa Andina,55.84,43.56,2021-02-23
P0235,Bebidas Jugos Inti Fresh PH-904,Bebidas,Jugos,Inti Fresh,33.3,25.97,2020-07-03
P0236,Bebidas Energizantes Brisa Andina MR-634,Bebidas,,Brisa Andina,26.18,20.42,2021-07-09
P0237,Bebidas Agua Pukara TV-992,Bebidas,Agua,Pukara,32.02,24.98,2021-04-17
P0238,Bebidas Infusiones Inti Fresh VV-800,Bebidas,Infusiones,Inti Fresh,37.11,28.95,2020-09-18
P0239,Bebidas Gaseosas Brisa Andina GP-279,Bebidas,Gaseosas,Brisa Andina,54.71,42.67,2022-10-22
P0240,Bebidas Agua Brisa Andina GQ-729,Bebidas,Agua,Brisa Andina,41.96,32.73,2022-06-02
P0241,Bebidas Infusiones Pukara IA-711,Bebidas,Infusiones,Pukara,37.7,29.41,2020-06-05
P0242,Bebidas Jugos Brisa Andina JA-984,Bebidas,Jugos,Brisa Andina,19.2,14.98,2022-05-22
P0243,Bebidas Energizantes Inti Fresh MS-407,Bebidas,Energizantes,Inti Fresh,45.75,35.69,2022-01-09
P0244,Bebidas Infusiones Pukara CL-260,Bebidas,Infusiones,Pukara,28.52,22.25,2022-06-27
P0245,Bebidas Energizantes Brisa Andina UC-113,Bebidas,Energizantes,Brisa Andina,43.68,34.07,2020-07-15
P0246,Bebidas Gaseosas Brisa Andina CX-164,Bebidas,Gaseosas,,57.96,45.21,2022-04-19
P0247,Bebidas Energizantes Qori CV-744,Bebidas,Energizantes,Qori,18.59,14.5,2020-05-04
P0248,Bebidas Jugos Pukara SU-967,Bebidas,Jugos,Pukara,37.67,29.38,2022-08-20
P0249,Bebidas Agua Pukara JB-219,Bebidas,Agua,Pukara,55.59,43.36,2021-07-13
P0250,Bebidas Energizantes Inti Fresh TW-334,Bebidas,Energizantes,Inti Fresh,13.15,10.26,2022-02-13
P0251,Bebidas Jugos Qori KZ-635,Bebidas,Jugos,Qori,49.18,38.36,2022-01-10
P0252,Bebidas Jugos Qori IM-136,Bebidas,Jugos,Qori,6.6,5.15,2020-09-06
P0253,Bebidas Jugos Inti Fresh NN-586,Bebidas,Jugos,Inti Fresh,35.9,28.0,2020-11-01
P0254,Bebidas Infusiones Brisa Andina IY-848,Bebidas,Infusiones,Brisa Andina,48.0,37.44,2021-03-05
P0255,Bebidas Jugos Inti Fresh PL-457,Bebidas,Jugos,Inti Fresh,49.9,38.92,2021-05-30
P0256,Bebidas Infusiones Qori VN-840,Bebidas,Infusiones,Qori,28.92,22.56,2021-07-04
P0257,Bebidas Jugos Pukara BQ-342,Bebidas,Jugos,Pukara,15.99,12.47,2022-10-15
P0258,Bebidas Infusiones Pukara YO-927,Bebidas,Infusiones,Pukara,57.58,44.91,2022-10-02
P0259,Bebidas Agua Pukara TV-709,Bebidas,Agua,Pukara,32.97,25.72,2021-05-12
P0260,Bebidas Energizantes Brisa Andina VJ-098,Bebidas,Energizantes,Brisa Andina,20.2,15.76,2021-08-07
P0261,Bebidas Agua Pukara SO-463,Bebidas,Agua,Pukara,4.42,3.45,2021-11-14
P0262,Bebidas Gaseosas Brisa Andina ZQ-884,Bebidas,Gaseosas,Brisa Andina,57.28,44.68,2022-10-14
P0263,Bebidas Gaseosas Qori WW-985,Bebidas,Gaseosas,Qori,59.99,46.79,2021-12-18
P0264,Bebidas Infusiones Qori AA-683,Bebidas,Infusiones,Qori,35.6,27.77,2022-05-01
P0265,Bebidas Energizantes Qori NX-866,Bebidas,Energizantes,Qori,3.53,2.75,2021-05-19
P0266,Bebidas Gaseosas Brisa Andina YW-389,Bebidas,Gaseosas,Brisa Andina,7.64,5.96,2021-02-14
P0267,Bebidas Infusiones Inti Fresh NL-013,Bebidas,Infusiones,Inti Fresh,18.01,14.05,2022-05-24
P0268,Bebidas Jugos Pukara EK-796,Bebidas,Jugos,Pukara,36.57,28.52,2022-04-28
P0269,Bebidas Jugos Brisa Andina XB-683,Bebidas,Jugos,Brisa Andina,48.41,37.76,2021-05-14
P0270,Bebidas Infusiones Inti Fresh HN-811,Bebidas,Infusiones,Inti Fresh,37.61,29.34,2021-04-27
P0271,Bebidas Jugos Pukara MW-617,Bebidas,Jugos,Pukara,7.55,5.89,2021-05-26
P0272,Bebidas Energizantes Qori PU-816,Bebidas,Energizantes,Qori,27.36,21.34,2022-05-01
P0273,Bebidas Gaseosas Brisa Andina EW-401,Bebidas,Gaseosas,Brisa Andina,50.88,39.69,2020-08-12
P0274,Bebidas Energizantes Brisa Andina OA-527,Bebidas,Energizantes,Brisa Andina,44.29,34.55,2021-08-11
P0275,Bebidas Infusiones Brisa Andina ZJ-113,Bebidas,Infusiones,Brisa Andina,24.85,19.38,2022-08-28
P0276,Bebidas Agua Pukara LH-759,Bebidas,Agua,Pukara,29.66,23.13,2022-11-06
P0277,Bebidas Energizantes Qori JC-153,Bebidas,Energizantes,Qori,17.28,13.48,2022-09-07
P0278,Bebidas Gaseosas Brisa Andina YB-718,Bebidas,Gaseosas,Brisa Andina,32.51,25.36,2021-09-25
P0279,Bebidas Jugos Qori RD-210,Bebidas,Jugos,Qori,7.43,5.8,2022-11-23
P0280,Bebidas Infusiones Inti Fresh FD-617,Bebidas,Infusiones,Inti Fresh,55.43,43.24,2020-01-18
P0281,Bebidas Jugos Inti Fresh VG-775,Bebidas,Jugos,Inti Fresh,31.81,24.81,2022-11-02
P0282,Bebidas Energizantes Inti Fresh BO-062,Bebidas,Energizantes,Inti Fresh,43.23,33.72,2021-12-28
P0283,Bebidas Jugos Inti Fresh HP-148,Bebidas,Jugos,Inti Fresh,52.25,40.76,2021-08-21
P0284,Bebidas Energizantes Inti Fresh KA-615,Bebidas,Energizantes,Inti Fresh,59.73,46.59,2022-10-29
P0285,Bebidas Agua Pukara YT-299,Bebidas,Agua,Pukara,48.89,38.13,2020-10-22
P0286,Bebidas Infusiones Qori SO-461,Bebidas,Infusiones,Qori,37.87,29.54,2022-02-27
P0287,Bebidas Gaseosas Brisa Andina OF-516,Bebidas,Gaseosas,Brisa Andina,32.8,25.58,2020-03-18
P0288,Bebidas Energizantes Qori UB-994,Bebidas,Energizantes,Qori,3.08,2.4,2021-11-15
P0289,Bebidas Gaseosas Inti Fresh OV-994,Bebidas,,Inti Fresh,26.76,20.87,2020-04-19
P0290,Bebidas Gaseosas Pukara HA-982,Bebidas,Gaseosas,Pukara,59.47,46.39,2022-01-09
P0291,Bebidas Energizantes Qori NQ-408,Bebidas,Energizantes,Qori,49.21,38.38,2020-12-05
P0292,Bebidas Gaseosas Qori AV-874,Bebidas,Gaseosas,Qori,8.06,6.29,2022-03-04
P0293,Bebidas Jugos Brisa Andina CK-439,Bebidas,Jugos,Brisa Andina,32.67,25.48,2020-09-28
P0294,Bebidas Infusiones Pukara QT-584,Bebidas,Infusiones,Pukara,32.74,25.54,2020-05-09
P0295,Bebidas Jugos Pukara AM-193,Bebidas,Jugos,Pukara,42.6,33.23,2021-03-12
P0296,Bebidas Agua Brisa Andina SU-995,Bebidas,Agua,Brisa Andina,16.17,12.61,2022-07-24
P0297,Bebidas Energizantes Inti Fresh PB-156,Bebidas,Energizantes,Inti Fresh,7.84,6.12,2022-05-15
P0298,Bebidas Energizantes Qori YR-979,Bebidas,Energizantes,Qori,53.2,41.5,2022-07-10
P0299,Bebidas Gaseosas Pukara WR-156,Bebidas,Gaseosas,Pukara,53.96,42.09,2020-06-17
P0300,Bebidas Infusiones Qori KY-795,Bebidas,Infusiones,Qori,39.04,30.45,2021-08-11
P0301,Bebidas Jugos Pukara YV-505,Bebidas,Jugos,Pukara,32.31,25.2,2020-03-21
P0302,Bebidas Gaseosas Qori AX-547,Bebidas,Gaseosas,Qori,5.89,4.59,2022-10-25
P0303,Bebidas Gaseosas Brisa Andina MB-670,Bebidas,Gaseosas,Brisa Andina,55.98,43.66,2020-08-11
P0304,Bebidas Energizantes Pukara YD-488,Bebidas,Energizantes,Pukara,30.73,23.97,2021-10-25
P0305,Bebidas Agua Qori QY-156,Bebidas,Agua,Qori,35.11,27.39,2022-08-03
P0306,Bebidas Energizantes Pukara NN-440,Bebidas,Energizantes,Pukara,46.68,36.41,2021-09-07
P0307,Bebidas Jugos Pukara LD-013,Bebidas,Jugos,Pukara,39.45,30.77,2022-10-22
P0308,Bebidas Energizantes Qori DG-598,Bebidas,Energizantes,Qori,34.53,26.93,2022-07-19
P0309,Bebidas Infusiones Qori ON-988,Bebidas,Infusiones,Qori,48.23,37.62,2020-07-27
P0310,Bebidas Infusiones Pukara GA-042,Bebidas,Infusiones,Pukara,4.21,3.28,2022-12-09
P0311,Bebidas Gaseosas Brisa Andina GY-311,Bebidas,Gaseosas,Brisa Andina,6.49,5.06,2021-12-27
P0312,Bebidas Jugos Qori CI-196,Bebidas,Jugos,Qori,15.53,12.11,2021-06-07
P0313,Bebidas Energizantes Pukara WX-780,Bebidas,Energizantes,Pukara,45.34,35.37,2020-03-08
P0314,Bebidas Gaseosas Brisa Andina JR-465,Bebidas,Gaseosas,Brisa Andina,17.07,13.31,2022-05-21
P0315,Bebidas Infusiones Qori AT-730,Bebidas,Infusiones,Qori,47.25,36.86,2020-04-07
P0316,Bebidas Energizantes Qori KM-248,Bebidas,Energizantes,Qori,25.19,19.65,2022-05-10
P0317,Bebidas Gaseosas Inti Fresh DK-601,Bebidas,Gaseosas,Inti Fresh,27.77,21.66,2022-05-30
P0318,Bebidas Energizantes Pukara OO-677,Bebidas,Energizantes,Pukara,54.43,42.46,2022-07-16
P0319,Bebidas Infusiones Pukara XX-204,Bebidas,Infusiones,Pukara,20.85,16.26,2021-10-15
P0320,Bebidas Infusiones Inti Fresh MR-126,Bebidas,Infusiones,Inti Fresh,18.94,14.77,2022-12-30
P0321,Bebidas Gaseosas Inti Fresh JN-789,Bebidas,Gaseosas,Inti Fresh,11.12,8.67,2022-05-28
P0322,Bebidas Energizantes Brisa Andina BG-524,Bebidas,Energizantes,Brisa Andina,17.81,13.89,2022-05-31
P0323,Bebidas Infusiones Pukara EX-376,Bebidas,Infusiones,Pukara,16.48,12.85,2020-05-06
P0324,Bebidas Energizantes Brisa Andina XK-610,Bebidas,Energizantes,Brisa Andina,46.16,36.0,2020-07-21
P0325,Bebidas Gaseosas Inti Fresh OM-148,Bebidas,Gaseosas,Inti Fresh,36.64,28.58,2021-07-20
P0326,Bebidas Gaseosas Brisa Andina TI-541,Bebidas,Gaseosas,Brisa Andina,53.55,41.77,2021-12-23
P0327,Bebidas Energizantes Qori ES-818,Bebidas,Energizantes,Qori,57.21,44.62,2020-12-28
P0328,Bebidas Jugos Pukara WY-378,Bebidas,Jugos,Pukara,14.66,11.43,2021-03-14
P0329,Bebidas Gaseosas Inti Fresh MJ-222,Bebidas,Gaseosas,Inti Fresh,6.48,5.05,2022-06-22
P0330,Bebidas Infusiones Inti Fresh QL-416,Bebidas,Infusiones,Inti Fresh,39.95,31.16,2020-01-09
P0331,Bebidas Jugos Brisa Andina MW-753,Bebidas,Jugos,Brisa Andina,36.47,28.45,2022-04-12
P0332,Bebidas Jugos Inti Fresh EO-257,Bebidas,Jugos,Inti Fresh,13.97,10.9,2020-03-11
P0333,Bebidas Agua Brisa Andina SZ-929,Bebidas,Agua,Brisa Andina,53.79,41.96,2020-12-07
P0334,Bebidas Jugos Qori WO-808,Bebidas,Jugos,Qori,50.5,39.39,2021-03-03
P0335,Bebidas Gaseosas Inti Fresh TJ-470,Bebidas,Gaseosas,Inti Fresh,37.12,28.95,2021-05-07
P0336,Bebidas Infusiones Qori YT-476,Bebidas,Infusiones,Qori,20.21,15.76,2021-04-16
P0337,Bebidas Infusiones Qori HQ-134,Bebidas,Infusiones,Qori,35.75,27.89,2022-05-02
P0338,Bebidas Infusiones Inti Fresh US-617,Bebidas,Infusiones,Inti Fresh,22.52,17.57,2022-03-10
P0339,Bebidas Energizantes Qori ES-420,Bebidas,Energizantes,Qori,39.2,30.58,2022-11-04
P0340,Bebidas Energizantes Qori PM-613,Bebidas,Energizantes,Qori,35.88,27.99,2020-05-04
P0341,Bebidas Gaseosas Brisa Andina UM-800,Bebidas,Gaseosas,Brisa Andina,10.25,8.0,2021-12-10
P0342,Bebidas Energizantes Pukara QF-051,Bebidas,Energizantes,Pukara,7.93,6.19,2020-06-11
P0343,Bebidas Infusiones Brisa Andina IV-865,Bebidas,Infusiones,Brisa Andina,47.52,37.07,2022-06-06
P0344,Bebidas Energizantes Qori WR-930,Bebidas,Energizantes,Qori,8.26,6.44,2021-10-26
P0345,Bebidas Agua Brisa Andina SB-977,Bebidas,Agua,Brisa Andina,32.35,25.23,2020-01-22
P0346,Bebidas Agua Brisa Andina MI-055,Bebidas,Agua,Brisa Andina,15.52,12.11,2022-04-19
P0347,Bebidas Gaseosas Qori WZ-488,Bebidas,Gaseosas,Qori,29.05,22.66,2020-06-21
P0348,Bebidas Energizantes Brisa Andina OP-681,Bebidas,Energizantes,Brisa Andina,47.46,37.02,2022-08-02
P0349,Bebidas Infusiones Inti Fresh RD-067,Bebidas,Infusiones,Inti Fresh,16.04,12.51,2020-11-08
P0350,Bebidas Jugos Pukara JQ-907,Bebidas,Jugos,Pukara,43.97,34.3,2021-02-04
P0351,Bebidas Jugos Brisa Andina TP-761,Bebidas,Jugos,Brisa Andina,28.67,22.36,2020-12-01
P0352,Bebidas Energizantes Inti Fresh HP-514,Bebidas,,Inti Fresh,51.91,40.49,2021-02-21
P0353,Bebidas Infusiones Brisa Andina RN-633,Bebidas,Infusiones,Brisa Andina,48.37,37.73,2022-05-14
P0354,Bebidas Infusiones Brisa Andina CV-701,Bebidas,Infusiones,Brisa Andina,40.17,31.33,2022-01-23
P0355,Bebidas Jugos Pukara LZ-875,Bebidas,,Pukara,39.07,30.47,2021-10-07
P0356,Bebidas Infusiones Pukara TL-239,Bebidas,Infusiones,Pukara,24.05,18.76,2021-03-21
P0357,Bebidas Agua Inti Fresh BB-464,Bebidas,Agua,Inti Fresh,56.74,44.26,2021-03-29
P0358,Bebidas Agua Qori FZ-863,Bebidas,Agua,Qori,23.21,18.1,2022-09-24
P0359,Bebidas Gaseosas Pukara MI-653,Bebidas,Gaseosas,Pukara,10.49,8.18,2022-01-06
P0360,Bebidas Gaseosas Brisa Andina QX-997,Bebidas,Gaseosas,Brisa Andina,25.18,19.64,2022-05-16
P0361,Limpieza Papel Sumaq Clean JF-535,Limpieza,Papel,Sumaq Clean,28.11,19.68,2022-04-14
P0362,Limpieza Detergentes Sumaq Clean FD-342,Limpieza,Detergentes,Sumaq Clean,73.06,51.14,2022-07-30
P0363,Limpieza Papel Brillo Sur TN-233,Limpieza,Papel,Brillo Sur,47.16,33.01,2022-03-16
P0364,Limpieza Lavavajillas Sumaq Clean CR-677,Limpieza,Lavavajillas,Sumaq Clean,109.1,76.37,2022-09-30
P0365,Limpieza Detergentes Killa RX-410,Limpieza,Detergentes,Killa,83.36,58.35,2020-09-29
P0366,Limpieza Detergentes Killa WY-751,Limpieza,Detergentes,Killa,70.24,49.17,2021-01-12
P0367,Limpieza Detergentes Sumaq Clean VU-886,Limpieza,Detergentes,Sumaq Clean,40.36,28.25,2022-01-03
P0368,Limpieza Papel Sumaq Clean SR-611,Limpieza,,Sumaq Clean,109.66,76.76,2020-09-15
P0369,Limpieza Lavavajillas LimpiaMax HI-410,Limpieza,Lavavajillas,LimpiaMax,87.56,61.29,2021-10-14
P0370,Limpieza Lavavajillas LimpiaMax UO-359,Limpieza,Lavavajillas,LimpiaMax,51.64,36.15,2022-03-14
P0371,Limpieza Papel Sumaq Clean AR-494,Limpieza,Papel,Sumaq Clean,79.1,55.37,2020-10-23
P0372,Limpieza Accesorios de limpieza Sumaq Clean RX-429,Limpieza,Accesorios de limpieza,Sumaq Clean,6.85,4.79,2022-01-24
P0373,Limpieza Accesorios de limpieza LimpiaMax HW-747,Limpieza,Accesorios de limpieza,LimpiaMax,29.53,20.67,2020-03-27
P0374,Limpieza Desinfectantes Brillo Sur RZ-182,Limpieza,Desinfectantes,Brillo Sur,114.65,80.25,2020-06-23
P0375,Limpieza Desinfectantes Sumaq Clean LZ-460,Limpieza,Desinfectantes,Sumaq Clean,57.75,40.42,2021-09-08
P0376,Limpieza Detergentes Brillo Sur ZW-195,Limpieza,Detergentes,Brillo Sur,67.77,47.44,2020-11-30
P0377,Limpieza Papel Sumaq Clean AE-808,Limpieza,Papel,Sumaq Clean,15.22,10.65,2021-12-10
P0378,Limpieza Papel Brillo Sur OU-000,Limpieza,Papel,Brillo Sur,32.09,22.46,2022-11-28
P0379,Limpieza Desinfectantes LimpiaMax FD-200,Limpieza,Desinfectantes,LimpiaMax,91.85,64.29,2022-10-07
P0380,Limpieza Lavavajillas Brillo Sur CX-091,Limpieza,Lavavajillas,Brillo Sur,10.54,7.38,2020-02-14
P0381,Limpieza Papel Brillo Sur JF-039,Limpieza,Papel,Brillo Sur,88.18,61.73,2022-05-05
P0382,Limpieza Lavavajillas Sumaq Clean XC-330,Limpieza,Lavavajillas,Sumaq Clean,109.69,76.78,2020-06-22
P0383,Limpieza Desinfectantes Sumaq Clean TH-030,Limpieza,Desinfectantes,Sumaq Clean,42.74,29.92,2021-11-17
P0384,Limpieza Papel Brillo Sur SH-877,Limpieza,Papel,Brillo Sur,7.21,5.05,2022-06-15
P0385,Limpieza Detergentes Killa EG-166,Limpieza,Detergentes,,45.37,31.76,2021-10-01
P0386,Limpieza Accesorios de limpieza Killa WF-463,Limpieza,,Killa,39.58,27.71,2020-12-10
P0387,Limpieza Detergentes Killa BP-102,Limpieza,Detergentes,Killa,108.93,76.25,2020-04-08
P0388,Limpieza Papel Brillo Sur DT-830,Limpieza,Papel,Brillo Sur,18.89,13.22,2021-09-05
P0389,Limpieza Detergentes Sumaq Clean AT-030,Limpieza,Detergentes,Sumaq Clean,96.87,67.81,2022-03-15
P0390,Limpieza Detergentes Brillo Sur WC-263,Limpieza,Detergentes,Brillo Sur,113.94,79.76,2022-10-27
P0391,Limpieza Desinfectantes Killa GV-167,Limpieza,Desinfectantes,Killa,39.76,27.83,2020-08-10
P0392,Limpieza Accesorios de limpieza Brillo Sur PC-529,Limpieza,Accesorios de limpieza,Brillo Sur,89.75,62.82,2022-05-24
P0393,Limpieza Accesorios de limpieza LimpiaMax CC-126,Limpieza,Accesorios de limpieza,LimpiaMax,75.2,52.64,2021-06-08
P0394,Limpieza Accesorios de limpieza Killa XM-812,Limpieza,Accesorios de limpieza,Killa,34.73,24.31,2020-09-11
P0395,Limpieza Desinfectantes Sumaq Clean VY-770,Limpieza,Desinfectantes,Sumaq Clean,97.4,68.18,2020-10-01
P0396,Limpieza Detergentes Killa LT-792,Limpieza,Detergentes,Killa,71.31,49.92,2022-02-08
P0397,Limpieza Lavavajillas Killa MG-923,Limpieza,Lavavajillas,Killa,22.73,15.91,2020-04-21
P0398,Limpieza Accesorios de limpieza Killa FD-133,Limpieza,Accesorios de limpieza,Killa,99.8,69.86,2020-06-19
P0399,Limpieza Lavavajillas LimpiaMax GA-271,Limpieza,Lavavajillas,LimpiaMax,87.74,61.42,2021-03-23
P0400,Limpieza Desinfectantes LimpiaMax HI-158,Limpieza,Desinfectantes,LimpiaMax,106.16,74.31,2021-02-18
P0401,Limpieza Desinfectantes Sumaq Clean GS-999,Limpieza,Desinfectantes,Sumaq Clean,66.4,46.48,2021-03-09
P0402,Limpieza Papel Killa EV-706,Limpieza,Papel,Killa,84.52,59.16,2020-01-13
P0403,Limpieza Accesorios de limpieza Brillo Sur UD-548,Limpieza,Accesorios de limpieza,Brillo Sur,51.2,35.84,2020-07-24
P0404,Limpieza Accesorios de limpieza LimpiaMax VG-663,Limpieza,Accesorios de limpieza,LimpiaMax,67.79,47.45,2020-09-08
P0405,Limpieza Lavavajillas LimpiaMax YH-676,Limpieza,Lavavajillas,LimpiaMax,28.9,20.23,2020-12-03
P0406,Limpieza Papel LimpiaMax DM-259,Limpieza,Papel,LimpiaMax,118.83,83.18,2020-02-01
P0407,Limpieza Papel Killa IR-481,Limpieza,Papel,Killa,35.94,25.16,2021-12-18
P0408,Limpieza Papel Brillo Sur YQ-172,Limpieza,Papel,Brillo Sur,81.45,57.02,2020-03-01
P0409,Limpieza Accesorios de limpieza Brillo Sur ZJ-366,Limpieza,Accesorios de limpieza,Brillo Sur,97.9,68.53,2022-10-22
P0410,Limpieza Detergentes Brillo Sur BQ-829,Limpieza,Detergentes,Brillo Sur,80.69,56.48,2020-06-11
P0411,Limpieza Desinfectantes Sumaq Clean HU-920,Limpieza,Desinfectantes,Sumaq Clean,111.92,78.34,2020-02-02
P0412,Limpieza Lavavajillas LimpiaMax OJ-242,Limpieza,Lavavajillas,LimpiaMax,92.34,64.64,2021-09-09
P0413,Limpieza Detergentes Brillo Sur ZK-042,Limpieza,Detergentes,Brillo Sur,58.12,40.68,2022-09-21
P0414,Limpieza Lavavajillas Brillo Sur SB-837,Limpieza,Lavavajillas,Brillo Sur,111.31,77.92,2020-03-26
P0415,Limpieza Detergentes Brillo Sur YD-950,Limpieza,Detergentes,Brillo Sur,11.3,7.91,2022-03-06
P0416,Limpieza Desinfectantes LimpiaMax LQ-188,Limpieza,Desinfectantes,LimpiaMax,72.46,50.72,2022-09-05
P0417,Limpieza Desinfectantes Sumaq Clean TH-870,Limpieza,Desinfectantes,Sumaq Clean,45.62,31.93,2021-07-17
P0418,Limpieza Papel Killa ID-517,Limpieza,Papel,Killa,22.01,15.41,2022-01-25
P0419,Limpieza Detergentes Sumaq Clean VO-133,Limpieza,Detergentes,Sumaq Clean,101.0,70.7,2021-05-09
