id_producto,nombre,categoria,subcategoria,marca,precio_lista,costo_unitario,fecha_alta
P0420,Limpieza Accesorios de limpieza LimpiaMax YL-252,Limpieza,Accesorios de limpieza,LimpiaMax,97.97,68.58,2022-02-04
P0421,Limpieza Detergentes Killa PE-563,Limpieza,Detergentes,Killa,101.18,70.83,2022-07-04
P0422,Limpieza Desinfectantes Killa ZS-827,Limpieza,Desinfectantes,Killa,15.94,11.16,2020-03-18
P0423,Limpieza Papel Killa GS-082,Limpieza,Papel,Killa,6.44,4.51,2022-07-10
P0424,Limpieza Accesorios de limpieza LimpiaMax LG-961,Limpieza,Accesorios de limpieza,LimpiaMax,98.94,69.26,2020-07-27
P0425,Limpieza Accesorios de limpieza Sumaq Clean ZD-385,Limpieza,Accesorios de limpieza,Sumaq Clean,17.26,12.08,2022-12-31
P0426,Limpieza Desinfectantes LimpiaMax KI-700,Limpieza,Desinfectantes,LimpiaMax,28.1,19.67,2020-01-10
P0427,Limpieza Detergentes LimpiaMax WS-386,Limpieza,Detergentes,LimpiaMax,117.2,82.04,2021-10-06
P0428,Limpieza Lavavajillas Killa VN-969,Limpieza,Lavavajillas,Killa,11.44,8.01,2021-08-24
P0429,Limpieza Detergentes LimpiaMax FS-432,Limpieza,Detergentes,LimpiaMax,74.17,51.92,2022-03-20
P0430,Limpieza Desinfectantes Killa CE-655,Limpieza,Desinfectantes,Killa,23.77,16.64,2020-11-21
P0431,Limpieza Detergentes Brillo Sur DU-351,Limpieza,Detergentes,Brillo Sur,113.34,79.34,2020-11-07
P0432,Limpieza Desinfectantes Brillo Sur UF-063,Limpieza,Desinfectantes,Brillo Sur,38.6,27.02,2021-02-16
P0433,Limpieza Papel LimpiaMax PH-171,Limpieza,Papel,LimpiaMax,41.17,28.82,2021-03-13
P0434,Limpieza Accesorios de limpieza Killa PO-243,Limpieza,Accesorios de limpieza,Killa,99.27,69.49,2020-04-01
P0435,Limpieza Papel LimpiaMax VJ-516,Limpieza,Papel,LimpiaMax,66.84,46.79,2020-02-02
P0436,Limpieza Papel LimpiaMax JP-509,Limpieza,Papel,LimpiaMax,105.77,74.04,2021-01-06
P0437,Limpieza Accesorios de limpieza Brillo Sur XG-680,Limpieza,Accesorios de limpieza,Brillo Sur,78.73,55.11,2021-12-13
P0438,Limpieza Desinfectantes Sumaq Clean GY-543,Limpieza,Desinfectantes,Sumaq Clean,73.45,51.41,2020-05-29
P0439,Limpieza Papel LimpiaMax OB-103,Limpieza,Papel,LimpiaMax,106.11,74.28,2022-04-24
P0440,Limpieza Accesorios de limpieza Brillo Sur AK-225,Limpieza,Accesorios de limpieza,Brillo Sur,84.34,59.04,2021-06-26
P0441,Limpieza Lavavajillas Killa AX-152,Limpieza,Lavavajillas,Killa,44.46,31.12,2020-01-14
P0442,Limpieza Detergentes Killa II-114,Limpieza,Detergentes,Killa,62.89,44.02,2021-04-14
P0443,Limpieza Accesorios de limpieza Killa ZG-941,Limpieza,Accesorios de limpieza,Killa,83.68,58.58,2020-03-11
P0444,Limpieza Detergentes Brillo Sur KB-341,Limpieza,Detergentes,Brillo Sur,28.59,20.01,2022-10-07
P0445,Limpieza Accesorios de limpieza LimpiaMax GZ-823,Limpieza,Accesorios de limpieza,LimpiaMax,15.25,10.67,2021-04-30
P0446,Limpieza Lavavajillas Killa ZI-135,Limpieza,Lavavajillas,Killa,81.21,56.85,2022-10-10
P0447,Limpieza Accesorios de limpieza Sumaq Clean LN-122,Limpieza,Accesorios de limpieza,Sumaq Clean,103.82,72.67,2020-01-27
P0448,Limpieza Accesorios de limpieza Brillo Sur FY-863,Limpieza,Accesorios de limpieza,Brillo Sur,96.19,67.33,2021-09-06
P0449,Limpieza Papel Brillo Sur ZC-877,Limpieza,Papel,Brillo Sur,8.38,5.87,2020-11-10
P0450,Limpieza Lavavajillas Killa TK-405,Limpieza,Lavavajillas,Killa,67.61,47.33,2022-01-24
P0451,Limpieza Detergentes Sumaq Clean SU-468,Limpieza,Detergentes,Sumaq Clean,35.73,25.01,2021-06-09
P0452,Limpieza Accesorios de limpieza Sumaq Clean IW-424,Limpieza,Accesorios de limpieza,Sumaq Clean,20.83,14.58,2022-08-23
P0453,Limpieza Accesorios de limpieza Killa EO-764,Limpieza,Accesorios de limpieza,Killa,85.4,59.78,2020-05-11
P0454,Limpieza Lavavajillas Sumaq Clean TQ-297,Limpieza,Lavavajillas,Sumaq Clean,42.27,29.59,2021-03-11
P0455,Limpieza Lavavajillas Killa CR-766,Limpieza,Lavavajillas,Killa,57.03,39.92,2022-05-06
P0456,Limpieza Papel LimpiaMax NO-713,Limpieza,Papel,LimpiaMax,117.84,82.49,2022-02-05
P0457,Limpieza Accesorios de limpieza Killa VB-605,Limpieza,Accesorios de limpieza,Killa,14.07,9.85,2022-06-17
P0458,Limpieza Desinfectantes Brillo Sur XD-496,Limpieza,Desinfectantes,Brillo Sur,7.86,5.5,2021-10-07
P0459,Limpieza Papel Sumaq Clean DV-096,Limpieza,Papel,Sumaq Clean,40.19,28.13,2022-01-16
P0460,Limpieza Detergentes LimpiaMax ON-643,Limpieza,Detergentes,LimpiaMax,6.93,4.85,2020-02-19
P0461,Limpieza Desinfectantes LimpiaMax KY-879,Limpieza,Desinfectantes,LimpiaMax,112.92,79.04,2022-12-13
P0462,Limpieza Desinfectantes Brillo Sur GA-877,Limpieza,Desinfectantes,Brillo Sur,16.29,11.4,2022-10-24
P0463,Limpieza Detergentes Killa SQ-996,Limpieza,Detergentes,Killa,65.83,46.08,2021-10-02
P0464,Limpieza Papel Sumaq Clean TZ-469,Limpieza,Papel,Sumaq Clean,49.84,34.89,2022-07-17
P0465,Limpieza Papel Killa LB-037,Limpieza,Papel,Killa,29.3,20.51,2020-11-18
P0466,Limpieza Papel LimpiaMax PI-568,Limpieza,Papel,LimpiaMax,14.24,9.97,2021-08-08
P0467,Limpieza Lavavajillas Sumaq Clean EV-660,Limpieza,Lavavajillas,Sumaq Clean,20.5,14.35,2021-10-16
P0468,Limpieza Papel LimpiaMax YW-689,Limpieza,Papel,LimpiaMax,65.19,45.63,2021-03-18
P0469,Limpieza Detergentes Killa ID-164,Limpieza,Detergentes,Killa,47.87,33.51,2022-05-14
P0470,Limpieza Accesorios de limpieza Sumaq Clean LC-788,Limpieza,Accesorios de limpieza,Sumaq Clean,79.58,55.71,2022-04-05
P0471,Limpieza Desinfectantes LimpiaMax KZ-396,Limpieza,Desinfectantes,LimpiaMax,47.66,33.36,2021-01-27
P0472,Limpieza Desinfectantes Brillo Sur OI-209,Limpieza,Desinfectantes,Brillo Sur,14.36,10.05,2022-02-10
P0473,Limpieza Papel LimpiaMax VP-769,Limpieza,Papel,LimpiaMax,96.32,67.42,2022-03-06
P0474,Limpieza Desinfectantes Killa HA-971,Limpieza,Desinfectantes,Killa,17.08,11.96,2020-11-24
P0475,Limpieza Accesorios de limpieza LimpiaMax MY-098,Limpieza,Accesorios de limpieza,LimpiaMax,53.18,37.23,2020-11-21
P0476,Limpieza Lavavajillas Killa BL-760,Limpieza,Lavavajillas,Killa,81.41,56.99,2022-11-29
P0477,Limpieza Accesorios de limpieza LimpiaMax AF-822,Limpieza,Accesorios de limpieza,LimpiaMax,83.57,58.5,2022-11-02
P0478,Limpieza Detergentes Brillo Sur NJ-016,Limpieza,Detergentes,Brillo Sur,40.96,28.67,2022-03-27
P0479,Limpieza Accesorios de limpieza Killa TL-984,Limpieza,Accesorios de limpieza,Killa,114.87,80.41,2021-07-24
P0480,Limpieza Accesorios de limpieza Sumaq Clean DS-782,Limpieza,Accesorios de limpieza,Sumaq Clean,13.03,9.12,2021-08-31
P0481,Cuidado Personal Cuidado capilar Ayni Care RN-624,Cuidado Personal,Cuidado capilar,Ayni Care,60.08,39.05,2020-06-25
P0482,Cuidado Personal Higiene oral Nuna RB-177,Cuidado Personal,Higiene oral,Nuna,178.04,115.73,2020-11-11
P0483,Cuidado Personal Cuidado capilar Kantu KO-643,Cuidado Personal,Cuidado capilar,Kantu,71.24,46.31,2021-09-28
P0484,Cuidado Personal Higiene femenina Vitalia SE-316,Cuidado Personal,Higiene femenina,Vitalia,69.95,45.47,2022-04-13
P0485,Cuidado Personal Cuidado capilar Nuna KF-779,Cuidado Personal,Cuidado capilar,Nuna,115.54,75.1,2021-03-13
P0486,Cuidado Personal Afeitado Ayni Care NW-415,Cuidado Personal,Afeitado,Ayni Care,152.67,99.24,2020-05-26
P0487,Cuidado Personal Higiene femenina Ayni Care PY-447,Cuidado Personal,Higiene femenina,Ayni Care,120.73,78.47,2022-03-21
P0488,Cuidado Personal Higiene femenina Kantu IP-967,Cuidado Personal,Higiene femenina,Kantu,156.72,101.87,2020-07-06
P0489,Cuidado Personal Afeitado Kantu IL-521,Cuidado Personal,Afeitado,Kantu,52.74,34.28,2021-09-10
P0490,Cuidado Personal Cuidado corporal Ayni Care NK-903,Cuidado Personal,Cuidado corporal,Ayni Care,93.48,60.76,2020-07-27
P0491,Cuidado Personal Higiene oral Nuna TZ-126,Cuidado Personal,Higiene oral,,155.99,101.39,2020-06-14
P0492,Cuidado Personal Higiene femenina Vitalia KK-869,Cuidado Personal,Higiene femenina,Vitalia,101.34,65.87,2022-08-31
P0493,Cuidado Personal Cuidado capilar Vitalia HM-713,Cuidado Personal,Cuidado capilar,Vitalia,180.06,117.04,2022-08-05
P0494,Cuidado Personal Cuidado corporal Ayni Care RV-129,Cuidado Personal,Cuidado corporal,Ayni Care,78.02,50.71,2020-04-30
P0495,Cuidado Personal Cuidado corporal Nuna QB-715,Cuidado Personal,Cuidado corporal,Nuna,115.6,75.14,2021-06-11
P0496,Cuidado Personal Higiene oral Ayni Care JN-295,Cuidado Personal,Higiene oral,Ayni Care,132.02,85.81,2022-08-01
P0497,Cuidado Personal Cuidado capilar Ayni Care SK-207,Cuidado Personal,Cuidado capilar,Ayni Care,165.46,107.55,2022-08-20
P0498,Cuidado Personal Cuidado corporal Nuna FK-565,Cuidado Personal,Cuidado corporal,Nuna,108.54,70.55,2021-01-26
P0499,Cuidado Personal Afeitado Nuna GF-837,Cuidado Personal,Afeitado,Nuna,195.79,127.26,2021-07-27
P0500,Cuidado Personal Afeitado Kantu UJ-634,Cuidado Personal,Afeitado,Kantu,88.07,57.25,2020-10-26
P0501,Cuidado Personal Cuidado corporal Ayni Care UQ-606,Cuidado Personal,Cuidado corporal,Ayni Care,76.15,49.5,2022-11-04
P0502,Cuidado Personal Higiene femenina Ayni Care ES-501,Cuidado Personal,Higiene femenina,Ayni Care,163.45,106.24,2021-03-19
P0503,Cuidado Personal Cuidado capilar Kantu AC-594,Cuidado Personal,Cuidado capilar,Kantu,127.62,82.95,2020-01-13
P0504,Cuidado Personal Higiene oral Ayni Care OI-965,Cuidado Personal,Higiene oral,Ayni Care,86.49,56.22,2020-05-26
P0505,Cuidado Personal Cuidado capilar Vitalia BD-450,Cuidado Personal,Cuidado capilar,Vitalia,144.7,94.05,2020-07-10
P0506,Cuidado Personal Cuidado capilar Kantu HS-485,Cuidado Personal,Cuidado capilar,Kantu,16.61,10.8,2020-11-22
P0507,Cuidado Personal Higiene oral Nuna HN-810,Cuidado Personal,Higiene oral,Nuna,189.87,123.42,2020-01-30
P0508,Cuidado Personal Afeitado Kantu BC-315,Cuidado Personal,Afeitado,Kantu,80.92,52.6,2022-04-07
P0509,Cuidado Personal Afeitado Vitalia TM-408,Cuidado Personal,Afeitado,Vitalia,102.02,66.31,2021-02-18
P0510,Cuidado Personal Afeitado Vitalia MV-781,Cuidado Personal,Afeitado,Vitalia,143.31,93.15,2020-10-10
P0511,Cuidado Personal Cuidado capilar Ayni Care AE-961,Cuidado Personal,Cuidado capilar,Ayni Care,72.47,47.11,2021-07-06
P0512,Cuidado Personal Cuidado capilar Nuna TV-019,Cuidado Personal,Cuidado capilar,Nuna,49.37,32.09,2021-04-24
P0513,Cuidado Personal Cuidado corporal Nuna YE-444,Cuidado Personal,Cuidado corporal,Nuna,131.96,85.77,2021-02-19
P0514,Cuidado Personal Cuidado capilar Vitalia FW-515,Cuidado Personal,Cuidado capilar,Vitalia,135.51,88.08,2022-04-25
P0515,Cuidado Personal Higiene femenina Vitalia WE-392,Cuidado Personal,Higiene femenina,Vitalia,174.2,113.23,2021-09-26
P0516,Cuidado Personal Higiene femenina Vitalia SK-025,Cuidado Personal,Higiene femenina,Vitalia,181.97,118.28,2022-10-07
P0517,Cuidado Personal Afeitado Vitalia PE-092,Cuidado Personal,Afeitado,Vitalia,191.44,124.44,2021-07-19
P0518,Cuidado Personal Cuidado capilar Ayni Care VD-889,Cuidado Personal,Cuidado capilar,Ayni Care,186.6,121.29,2020-05-25
P0519,Cuidado Personal Afeitado Kantu VP-499,Cuidado Personal,Afeitado,Kantu,174.17,113.21,2020-02-15
P0520,Cuidado Personal Higiene femenina Ayni Care OF-142,Cuidado Personal,Higiene femenina,Ayni Care,63.01,40.96,2021-11-11
P0521,Cuidado Personal Higiene oral Nuna PK-336,Cuidado Personal,Higiene oral,Nuna,170.23,110.65,2021-04-09
P0522,Cuidado Personal Higiene oral Ayni Care GA-795,Cuidado Personal,Higiene oral,Ayni Care,146.0,94.9,2022-08-19
P0523,Cuidado Personal Higiene femenina Vitalia JR-854,Cuidado Personal,Higiene femenina,Vitalia,74.4,48.36,2021-10-19
P0524,Cuidado Personal Higiene femenina Vitalia UG-744,Cuidado Personal,Higiene femenina,Vitalia,147.42,95.82,2020-07-20
P0525,Cuidado Personal Higiene femenina Vitalia RM-059,Cuidado Personal,Higiene femenina,Vitalia,114.03,74.12,2020-02-04
P0526,Cuidado Personal Higiene oral Kantu XX-806,Cuidado Personal,Higiene oral,Kantu,120.75,78.49,2022-11-19
P0527,Cuidado Personal Higiene oral Kantu VZ-856,Cuidado Personal,Higiene oral,Kantu,184.57,119.97,2021-03-20
P0528,Cuidado Personal Higiene femenina Ayni Care IR-252,Cuidado Personal,Higiene femenina,Ayni Care,132.24,85.96,2022-10-25
P0529,Cuidado Personal Afeitado Ayni Care HZ-561,Cuidado Personal,Afeitado,Ayni Care,122.87,79.87,2022-05-18
P0530,Cuidado Personal Cuidado corporal Nuna BP-634,Cuidado Personal,Cuidado corporal,Nuna,10.76,6.99,2021-07-10
P0531,Cuidado Personal Higiene femenina Kantu NX-561,Cuidado Personal,Higiene femenina,Kantu,59.71,38.81,2022-02-01
P0532,Cuidado Personal Higiene oral Kantu AL-750,Cuidado Personal,Higiene oral,Kantu,94.16,61.2,2021-02-19
P0533,Cuidado Personal Cuidado capilar Nuna PY-426,Cuidado Personal,Cuidado capilar,Nuna,107.77,70.05,2022-02-18
P0534,Cuidado Personal Cuidado corporal Nuna PT-981,Cuidado Personal,Cuidado corporal,Nuna,53.32,34.66,2020-06-09
P0535,Cuidado Personal Higiene femenina Kantu DN-331,Cuidado Personal,Higiene femenina,Kantu,36.51,23.73,2020-01-16
P0536,Cuidado Personal Cuidado capilar Ayni Care SB-143,Cuidado Personal,Cuidado capilar,Ayni Care,52.28,33.98,2021-03-18
P0537,Cuidado Personal Higiene femenina Kantu CC-747,Cuidado Personal,Higiene femenina,Kantu,158.47,103.01,2020-03-29
P0538,Cuidado Personal Cuidado capilar Ayni Care HP-638,Cuidado Personal,Cuidado capilar,Ayni Care,158.17,102.81,2021-02-23
P0539,Cuidado Personal Cuidado capilar Vitalia IA-691,Cuidado Personal,Cuidado capilar,Vitalia,145.55,94.61,2020-12-26
P0540,Cuidado Personal Cuidado corporal Ayni Care HB-441,Cuidado Personal,Cuidado corporal,Ayni Care,173.12,112.53,2020-03-10
P0541,Cuidado Personal Higiene oral Nuna CB-134,Cuidado Personal,Higiene oral,Nuna,188.54,122.55,2020-03-13
P0542,Cuidado Personal Higiene oral Vitalia OG-956,Cuidado Personal,Higiene oral,Vitalia,181.21,117.79,2020-05-08
P0543,Cuidado Personal Higiene oral Kantu RX-439,Cuidado Personal,Higiene oral,Kantu,192.28,124.98,2020-05-19
P0544,Cuidado Personal Afeitado Vitalia GD-461,Cuidado Personal,Afeitado,Vitalia,128.3,83.4,2020-09-03
P0545,Cuidado Personal Cuidado capilar Kantu CI-756,Cuidado Personal,Cuidado capilar,Kantu,165.51,107.58,2020-01-29
P0546,Cuidado Personal Afeitado Nuna SR-172,Cuidado Personal,Afeitado,Nuna,62.97,40.93,2022-03-10
P0547,Cuidado Personal Cuidado corporal Ayni Care EK-664,Cuidado Personal,Cuidado corporal,Ayni Care,87.32,56.76,2022-06-09
P0548,Cuidado Personal Afeitado Kantu GR-202,Cuidado Personal,Afeitado,Kantu,67.14,43.64,2022-09-26
P0549,Cuidado Personal Afeitado Kantu QV-852,Cuidado Personal,Afeitado,Kantu,177.27,115.23,2020-01-11
P0550,Cuidado Personal Cuidado capilar Kantu RX-802,Cuidado Personal,Cuidado capilar,Kantu,177.61,115.45,2022-01-16
P0551,Cuidado Personal Higiene oral Nuna IE-797,Cuidado Personal,Higiene oral,Nuna,30.21,19.64,2022-01-07
P0552,Cuidado Personal Afeitado Ayni Care GF-768,Cuidado Personal,Afeitado,Ayni Care,62.1,40.37,2020-02-15
P0553,Cuidado Personal Afeitado Vitalia KL-849,Cuidado Personal,Afeitado,Vitalia,145.14,94.34,2021-03-12
P0554,Cuidado Personal Cuidado capilar Nuna MD-617,Cuidado Personal,Cuidado capilar,Nuna,118.13,76.78,2022-01-28
P0555,Cuidado Personal Higiene femenina Vitalia FV-855,Cuidado Personal,Higiene femenina,Vitalia,137.05,89.08,2020-09-16
P0556,Cuidado Personal Higiene femenina Nuna VX-660,Cuidado Personal,Higiene femenina,Nuna,23.87,15.52,2022-03-10
P0557,Cuidado Personal Higiene femenina Kantu MU-548,Cuidado Personal,Higiene femenina,Kantu,19.75,12.84,2022-08-09
P0558,Cuidado Personal Cuidado capilar Ayni Care II-670,Cuidado Personal,Cuidado capilar,Ayni Care,97.89,63.63,2020-11-03
P0559,Cuidado Personal Afeitado Kantu ME-785,Cuidado Personal,Afeitado,Kantu,52.6,34.19,2020-06-20
P0560,Cuidado Personal Higiene femenina Nuna XT-624,Cuidado Personal,Higiene femenina,Nuna,96.88,62.97,2020-02-29
P0561,Cuidado Personal Afeitado Nuna FC-871,Cuidado Personal,Afeitado,Nuna,44.57,28.97,2020-01-19
P0562,Cuidado Personal Cuidado corporal Kantu AO-483,Cuidado Personal,Cuidado corporal,Kantu,173.58,112.83,2021-01-09
P0563,Cuidado Personal Afeitado Ayni Care IA-403,Cuidado Personal,Afeitado,Ayni Care,19.67,12.79,2020-10-26
P0564,Cuidado Personal Cuidado corporal Kantu CK-191,Cuidado Personal,Cuidado corporal,Kantu,175.67,114.19,2022-02-14
P0565,Cuidado Personal Higiene oral Nuna NX-290,Cuidado Personal,Higiene oral,Nuna,193.24,125.61,2020-01-20
P0566,Cuidado Personal Afeitado Vitalia CU-575,Cuidado Personal,Afeitado,Vitalia,172.19,111.92,2022-11-10
P0567,Cuidado Personal Higiene oral Vitalia FD-807,Cuidado Personal,Higiene oral,Vitalia,13.9,9.04,2020-01-03
P0568,Cuidado Personal Higiene femenina Kantu WE-854,Cuidado Personal,Higiene femenina,Kantu,35.4,23.01,2021-12-21
P0569,Cuidado Personal Higiene femenina Ayni Care HY-910,Cuidado Personal,Higiene femenina,Ayni Care,30.62,19.9,2021-04-26
P0570,Cuidado Personal Cuidado corporal Vitalia NN-992,Cuidado Personal,Cuidado corporal,Vitalia,88.04,57.23,2020-03-15
P0571,Cuidado Personal Higiene femenina Ayni Care CF-832,Cuidado Personal,Higiene femenina,Ayni Care,16.48,10.71,2021-05-18
P0572,Cuidado Personal Higiene oral Kantu XH-745,Cuidado Personal,Higiene oral,Kantu,180.91,117.59,2020-04-06
P0573,Cuidado Personal Higiene oral Nuna HH-435,Cuidado Personal,Higiene oral,Nuna,130.61,84.9,2020-05-22
P0574,Cuidado Personal Higiene femenina Nuna FO-593,Cuidado Personal,Higiene femenina,Nuna,187.19,121.67,2021-09-04
P0575,Cuidado Personal Cuidado capilar Nuna ZZ-873,Cuidado Personal,,Nuna,93.9,61.04,2020-01-28
P0576,Cuidado Personal Afeitado Vitalia ET-747,Cuidado Personal,Afeitado,Vitalia,44.95,29.22,2021-04-18
P0577,Cuidado Personal Higiene oral Ayni Care OF-732,Cuidado Personal,Higiene oral,Ayni Care,185.38,120.5,2021-08-20
P0578,Cuidado Personal Cuidado capilar Ayni Care IX-245,Cuidado Personal,Cuidado capilar,Ayni Care,91.33,59.36,2022-07-07
P0579,Cuidado Personal Cuidado capilar Ayni Care HO-877,Cuidado Personal,Cuidado capilar,Ayni Care,114.83,74.64,2022-06-16
P0580,Cuidado Personal Higiene oral Vitalia QY-274,Cuidado Personal,Higiene oral,Vitalia,83.22,54.09,2022-03-06
P0581,Cuidado Personal Cuidado corporal Vitalia CK-043,Cuidado Personal,Cuidado corporal,Vitalia,27.88,18.12,2020-12-30
P0582,Cuidado Personal Higiene oral Ayni Care HK-642,Cuidado Personal,Higiene oral,Ayni Care,188.86,122.76,2020-05-14
P0583,Cuidado Personal Cuidado capilar Kantu TN-431,Cuidado Personal,Cuidado capilar,Kantu,121.06,78.69,2021-01-29
P0584,Cuidado Personal Cuidado capilar Vitalia FY-359,Cuidado Personal,Cuidado capilar,Vitalia,38.54,25.05,2020-08-24
P0585,Cuidado Personal Afeitado Nuna GO-838,Cuidado Personal,Afeitado,Nuna,97.09,63.11,2020-04-04
P0586,Cuidado Personal Higiene femenina Vitalia ZE-495,Cuidado Personal,Higiene femenina,Vitalia,165.41,107.52,2022-06-28
P0587,Cuidado Personal Cuidado capilar Ayni Care YY-441,Cuidado Personal,Cuidado capilar,Ayni Care,94.7,61.56,2021-07-21
P0588,Cuidado Personal Higiene oral Vitalia ZK-586,Cuidado Personal,Higiene oral,Vitalia,57.17,37.16,2022-07-19
P0589,Cuidado Personal Afeitado Kantu XS-712,Cuidado Personal,Afeitado,Kantu,53.34,34.67,2020-10-18
P0590,Cuidado Personal Higiene oral Nuna OJ-204,Cuidado Personal,Higiene oral,Nuna,116.77,75.9,2022-11-16
P0591,Cuidado Personal Higiene oral Kantu FR-651,Cuidado Personal,Higiene oral,Kantu,157.03,102.07,2020-10-31
P0592,Cuidado Personal Cuidado corporal Kantu NV-626,Cuidado Personal,Cuidado corporal,Kantu,163.58,106.33,2022-07-17
P0593,Cuidado Personal Cuidado capilar Ayni Care VN-835,Cuidado Personal,Cuidado capilar,Ayni Care,101.95,66.27,2022-10-22
P0594,Cuidado Personal Higiene oral Nuna ZE-027,Cuidado Personal,Higiene oral,Nuna,79.03,51.37,2021-02-28
P0595,Cuidado Personal Higiene oral Vitalia IX-052,Cuidado Personal,Higiene oral,Vitalia,52.01,33.81,2022-02-10
P0596,Cuidado Personal Cuidado corporal Nuna TB-659,Cuidado Personal,Cuidado corporal,Nuna,166.65,108.32,2021-05-26
P0597,Cuidado Personal Cuidado corporal Vitalia FO-055,Cuidado Personal,Cuidado corporal,Vitalia,20.72,13.47,2021-10-01
P0598,Cuidado Personal Afeitado Nuna BO-830,Cuidado Personal,Afeitado,Nuna,134.6,87.49,2020-06-12
P0599,Cuidado Personal Higiene oral Ayni Care TY-071,Cuidado Personal,Higiene oral,Ayni Care,23.47,15.26,2022-11-05
P0600,Cuidado Personal Higiene femenina Kantu CX-555,Cuidado Personal,Higiene femenina,Kantu,95.6,62.14,2022-07-31
P0601,Electrohogar Cocina NovaHome RH-223,Electrohogar,Cocina,NovaHome,599.71,431.79,2020-08-30
P0602,Electrohogar Refrigeracion NovaHome DW-883,Electrohogar,Refrigeracion,NovaHome,217.92,156.9,2021-01-19
